address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number,longitude,latitude,fl_bin,number_calls,preceding_month,preceding_year,proportion_last_year_resolved,specific_datafile,full_address
83-02 NORTHERN BOULEVARD,Queens,QN,4035149,1431.0,1.0,2013-04-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88410001,40.755392799999996,4035149.0,5,0,0,0,,83-02 NORTHERN BOULEVARDQueens
83-17 ROOSEVELT AVENUE,Queens,QN,4036226,1471.0,37.0,2015-11-21,MARCH: NO PA PERMIT/ECB NOV ISSUED,35161339Y,112115CNEAC04,-73.88246787,40.74803411,4036226.0,7,0,0,0,cases/83-17 ROOSEVELT AVENUE_QUEENS_2015-11-21T00:00:00.csv,83-17 ROOSEVELT AVENUEQueens
83-38 WOODHAVEN BOULEVARD,Queens,QN,4094698,3866.0,170.0,2014-09-26,MARCH: NO PA PERMIT/ECB NOV ISSUED,35111179Z,092714PANEAC02,-73.85568573,40.70225596,4094698.0,9,0,1,0,cases/83-38 WOODHAVEN BOULEVARD_QUEENS_2014-09-26T00:00:00.csv,83-38 WOODHAVEN BOULEVARDQueens
83-47 258 STREET,Queens,QN,4179349,8770.0,11.0,2012-07-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.71002225,40.73748145,4179349.0,80,0,0,0,cases/83-47 258 STREET_QUEENS_2012-07-28T00:00:00.csv,83-47 258 STREETQueens
8302 NORTHERN BOULEVARD,Queens,QN,4035149,1431.0,1.0,2015-01-24,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,-73.88410001,40.755392799999996,4035149.0,1,0,0,0,cases/8302 NORTHERN BOULEVARD_QUEENS_2015-01-24T00:00:00.csv,8302 NORTHERN BOULEVARDQueens
833 LINDEN BOULEVARD,Brooklyn,BK,3101511,4659.0,29.0,2012-09-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92705332,40.65429093,3101511.0,10,0,3,0,cases/833 LINDEN BOULEVARD_BROOKLYN_2012-09-15T00:00:00.csv,833 LINDEN BOULEVARDBrooklyn
834 62 STREET,Brooklyn,BK,3328743,5728.0,20.0,2013-04-26,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35010710L,,-74.00995963,40.63360145,3328743.0,23,1,2,0,cases/834 62 STREET_BROOKLYN_2013-04-26T00:00:00.csv,834 62 STREETBrooklyn
834 62 STREET,Brooklyn,BK,3328743,5728.0,20.0,2013-04-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00995963,40.63360145,3328743.0,23,1,2,0,cases/834 62 STREET_BROOKLYN_2013-04-26T00:00:00.csv,834 62 STREETBrooklyn
834 CLARKSON AVENUE,Brooklyn,BK,3100830,4637.0,1.0,2014-05-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93053624,40.6564773,3100830.0,6,0,0,0,cases/834 CLARKSON AVENUE_BROOKLYN_2014-05-18T00:00:00.csv,834 CLARKSON AVENUEBrooklyn
834 CLARKSON AVENUE,Brooklyn,BK,3100830,4637.0,1.0,2013-05-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93053624,40.6564773,3100830.0,6,0,0,0,cases/834 CLARKSON AVENUE_BROOKLYN_2013-05-05T00:00:00.csv,834 CLARKSON AVENUEBrooklyn
834 CLARKSON AVENUE,Brooklyn,BK,3100830,4637.0,1.0,2013-02-15,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,-73.93053624,40.6564773,3100830.0,6,0,0,0,cases/834 CLARKSON AVENUE_BROOKLYN_2013-02-15T00:00:00.csv,834 CLARKSON AVENUEBrooklyn
834 CLARKSON AVENUE,Brooklyn,BK,3100830,4637.0,1.0,2013-09-24,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35030246P,,-73.93053624,40.6564773,3100830.0,6,0,0,0,cases/834 CLARKSON AVENUE_BROOKLYN_2013-09-24T00:00:00.csv,834 CLARKSON AVENUEBrooklyn
835 NOSTRAND AVENUE,Brooklyn,BK,3033230,1276.0,1.0,2014-02-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95035552,40.66818537,3033230.0,248,8,65,0,cases/835 NOSTRAND AVENUE_BROOKLYN_2014-02-01T00:00:00.csv,835 NOSTRAND AVENUEBrooklyn
835 NOSTRAND AVENUE,Brooklyn,BK,3033230,1276.0,1.0,2014-07-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95035552,40.66818537,3033230.0,248,2,71,0,cases/835 NOSTRAND AVENUE_BROOKLYN_2014-07-13T00:00:00.csv,835 NOSTRAND AVENUEBrooklyn
84-07 NORTHERN BOULEVARD,Queens,QN,4034625,1414.0,43.0,2014-01-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88321412,40.75603761,4034625.0,127,2,18,0,cases/84-07 NORTHERN BOULEVARD_QUEENS_2014-01-10T00:00:00.csv,84-07 NORTHERN BOULEVARDQueens
84-19 NORTHERN BOULEVARD,Queens,QN,4034652,1414.0,138.0,2015-11-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88283050000001,40.75607869,4034652.0,59,0,20,1,cases/84-19 NORTHERN BOULEVARD_QUEENS_2015-11-20T00:00:00.csv,84-19 NORTHERN BOULEVARDQueens
84-28 164 STREET,Queens,QN,4209522,9791.0,205.0,2013-08-09,MARCH: NO PA PERMIT/ECB NOV ISSUED,35030227J,,-73.80278320000001,40.71444344,4209522.0,121,0,15,0,cases/84-28 164 STREET_QUEENS_2013-08-09T00:00:00.csv,84-28 164 STREETQueens
84-28 164 STREET,Queens,QN,4209522,9791.0,205.0,2015-02-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.80278320000001,40.71444344,4209522.0,121,1,35,0,cases/84-28 164 STREET_QUEENS_2015-02-27T00:00:00.csv,84-28 164 STREETQueens
84-28 164 STREET,Queens,QN,4209522,9791.0,205.0,2013-08-09,MARCH: NO PA PERMIT/ECB NOV ISSUED,35030228L,,-73.80278320000001,40.71444344,4209522.0,121,0,15,0,cases/84-28 164 STREET_QUEENS_2013-08-09T00:00:00.csv,84-28 164 STREETQueens
84-28 164 STREET,Queens,QN,4209522,9791.0,205.0,2012-09-15,MARCH: NO PA PERMIT/ECB NOV ISSUED,34955593H,,-73.80278320000001,40.71444344,4209522.0,121,4,5,0,cases/84-28 164 STREET_QUEENS_2012-09-15T00:00:00.csv,84-28 164 STREETQueens
84-28 164 STREET,Queens,QN,4209522,9791.0,205.0,2012-09-15,MARCH: NO PA PERMIT/ECB NOV ISSUED,34955594J,,-73.80278320000001,40.71444344,4209522.0,121,4,5,0,cases/84-28 164 STREET_QUEENS_2012-09-15T00:00:00.csv,84-28 164 STREETQueens
84-28 JAMAICA AVENUE,Queens,QN,4183719,8919.0,27.0,2015-10-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85979975,40.69220914,4183719.0,16,0,0,0,cases/84-28 JAMAICA AVENUE_QUEENS_2015-10-25T00:00:00.csv,84-28 JAMAICA AVENUEQueens
848 64 STREET,Brooklyn,BK,3328757,5742.0,27.0,2013-04-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.01072713,40.63224621,3328757.0,15,0,1,0,cases/848 64 STREET_BROOKLYN_2013-04-26T00:00:00.csv,848 64 STREETBrooklyn
848 64 STREET,Brooklyn,BK,3328757,5742.0,27.0,2012-09-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.01072713,40.63224621,3328757.0,15,0,2,0,cases/848 64 STREET_BROOKLYN_2012-09-22T00:00:00.csv,848 64 STREETBrooklyn
848 64 STREET,Brooklyn,BK,3328757,5742.0,27.0,2014-03-09,MARCH: NO PA PERMIT/ECB NOV ISSUED,35064782Y,030914PANELC01,-74.01072713,40.63224621,3328757.0,15,0,0,0,cases/848 64 STREET_BROOKLYN_2014-03-09T00:00:00.csv,848 64 STREETBrooklyn
85 AVENUE A,Manhattan,MN,1005764,432.0,7501.0,2016-12-17,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35212846X,121716CNESC01,-73.984436,40.72531377,1005764.0,215,12,111,1,cases/85 AVENUE A_MANHATTAN_2016-12-17T00:00:00.csv,85 AVENUE AManhattan
85 AVENUE A,Manhattan,MN,1005764,432.0,7501.0,2013-12-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.984436,40.72531377,1005764.0,215,0,5,0,cases/85 AVENUE A_MANHATTAN_2013-12-12T00:00:00.csv,85 AVENUE AManhattan
85-13 NORTHERN BOULEVARD,Queens,QN,4034687,1415.0,43.0,2014-01-10,MARCH: NO PA PERMIT/ECB NOV ISSUED,35064774Y,,-73.88205392,40.75618488,4034687.0,13,0,1,0,cases/85-13 NORTHERN BOULEVARD_QUEENS_2014-01-10T00:00:00.csv,85-13 NORTHERN BOULEVARDQueens
85-14 ROOSEVELT AVENUE,Queens,QN,4037052,1502.0,5.0,2015-07-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88055268,40.74778901,4037052.0,14,1,4,0,cases/85-14 ROOSEVELT AVENUE_QUEENS_2015-07-10T00:00:00.csv,85-14 ROOSEVELT AVENUEQueens
85-14 ROOSEVELT AVENUE,Queens,QN,4037052,1502.0,5.0,2016-03-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88055268,40.74778901,4037052.0,14,0,2,0,cases/85-14 ROOSEVELT AVENUE_QUEENS_2016-03-25T00:00:00.csv,85-14 ROOSEVELT AVENUEQueens
85-14 ROOSEVELT AVENUE,Queens,QN,4037052,1502.0,5.0,2015-04-17,MARCH: NO PA PERMIT/ECB NOV ISSUED,35127456Y,041715CERFC01,-73.88055268,40.74778901,4037052.0,14,0,3,0,cases/85-14 ROOSEVELT AVENUE_QUEENS_2015-04-17T00:00:00.csv,85-14 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,46.0,2016-11-19,MARCH: NO PA PERMIT/ECB NOV ISSUED,35137109Z,1119CERMT02/03/04,-73.88042749,40.74776863,4037070.0,16,0,2,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-11-19T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,46.0,2016-11-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35137109Z,111916CERMT03,-73.88042749,40.74776863,4037070.0,16,0,2,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-11-19T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,46.0,2016-11-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35137108R,111916CERMT04,-73.88042749,40.74776863,4037070.0,16,0,2,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-11-19T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,46.0,2016-11-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35137108R,111916CERMT03,-73.88042749,40.74776863,4037070.0,16,0,2,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-11-19T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,46.0,2016-11-19,MARCH: NO PA PERMIT/ECB NOV ISSUED,35136912N,1119CERMT02/03/04,-73.88042749,40.74776863,4037070.0,16,0,2,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-11-19T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,46.0,2016-11-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35137108R,111916CERMT02,-73.88042749,40.74776863,4037070.0,16,0,2,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-11-19T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,46.0,2016-11-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35137109Z,111916CERMT04,-73.88042749,40.74776863,4037070.0,16,0,2,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-11-19T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,46.0,2016-11-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35136912N,111916CERMT02,-73.88042749,40.74776863,4037070.0,16,0,2,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-11-19T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,46.0,2016-11-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35137109Z,111916CERMT02,-73.88042749,40.74776863,4037070.0,16,0,2,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-11-19T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,46.0,2016-11-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35136912N,111916CERMT03,-73.88042749,40.74776863,4037070.0,16,0,2,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-11-19T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,46.0,2016-11-19,MARCH: NO PA PERMIT/ECB NOV ISSUED,35137108R,1119CERMT02/03/04,-73.88042749,40.74776863,4037070.0,16,0,2,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-11-19T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,46.0,2016-11-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35136912N,111916CERMT04,-73.88042749,40.74776863,4037070.0,16,0,2,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-11-19T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,105.0,2015-12-12,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35137083J,121215CMNELP07,,,4037070.0,16,0,0,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2015-12-12T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,105.0,2015-12-12,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35168626Z,121215CNEMR01,,,4037070.0,16,0,0,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2015-12-12T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,105.0,2016-06-17,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180565X,"061716CNETZ01,02",,,4037070.0,16,0,0,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-06-17T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,105.0,2015-12-12,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35168626Z,121215CMNELP07,,,4037070.0,16,0,0,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2015-12-12T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,105.0,2015-12-12,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35137083J,121215CNEMR01,,,4037070.0,16,0,0,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2015-12-12T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-16 ROOSEVELT AVENUE,Queens,QN,4037070,1502.0,105.0,2016-06-17,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35179642M,"061716CNETZ01,02",,,4037070.0,16,0,0,0,cases/85-16 ROOSEVELT AVENUE_QUEENS_2016-06-17T00:00:00.csv,85-16 ROOSEVELT AVENUEQueens
85-28 37 AVENUE,Queens,QN,4036240,1473.0,1.0,2012-12-01,MARCH: NO PA PERMIT/ECB NOV ISSUED,35006483Z,120112PANEJM07,-73.88101373,40.74985717,4036240.0,104,0,7,1,cases/85-28 37 AVENUE_QUEENS_2012-12-01T00:00:00.csv,85-28 37 AVENUEQueens
85-28 37 AVENUE,Queens,QN,4036240,1473.0,1.0,2013-04-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.88101373,40.74985717,4036240.0,104,1,8,0,cases/85-28 37 AVENUE_QUEENS_2013-04-05T00:00:00.csv,85-28 37 AVENUEQueens
856 ATLANTIC AVENUE,Brooklyn,BK,3027467,1122.0,10.0,2016-06-18,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35168547K,061816CNEJM01,-73.96660398,40.68126627,3027467.0,27,0,2,0,cases/856 ATLANTIC AVENUE_BROOKLYN_2016-06-18T00:00:00.csv,856 ATLANTIC AVENUEBrooklyn
857 ATLANTIC AVENUE,Brooklyn,BK,3057587,2012.0,67.0,2017-03-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96508137,40.68154128,3057587.0,94,0,21,1,cases/857 ATLANTIC AVENUE_BROOKLYN_2017-03-11T00:00:00.csv,857 ATLANTIC AVENUEBrooklyn
857 BROADWAY,Brooklyn,BK,3251837,3134.0,1.0,2014-01-24,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35081286J,,-73.93808719,40.69886933,3251837.0,42,0,6,0,cases/857 BROADWAY_BROOKLYN_2014-01-24T00:00:00.csv,857 BROADWAYBrooklyn
857 BROADWAY,Brooklyn,BK,3251837,3134.0,1.0,2014-01-24,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35081150K,,-73.93808719,40.69886933,3251837.0,42,0,6,0,cases/857 BROADWAY_BROOKLYN_2014-01-24T00:00:00.csv,857 BROADWAYBrooklyn
857 EAST 149 STREET,Bronx,BX,2096003,2603.0,51.0,2015-11-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90327923,40.81180212,2096003.0,2,0,0,0,,857 EAST 149 STREETBronx
859 FLATBUSH AVENUE,Brooklyn,BK,3116697,5086.0,1.0,2017-05-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95861048,40.65135433,3116697.0,65,3,36,0,cases/859 FLATBUSH AVENUE_BROOKLYN_2017-05-05T00:00:00.csv,859 FLATBUSH AVENUEBrooklyn
859 FLATBUSH AVENUE,Brooklyn,BK,3116697,5086.0,1.0,2017-04-22,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245331H,042217CERJM03,-73.95861048,40.65135433,3116697.0,65,6,37,0,cases/859 FLATBUSH AVENUE_BROOKLYN_2017-04-22T00:00:00.csv,859 FLATBUSH AVENUEBrooklyn
86 KENMARE STREET,Manhattan,MN,1007203,481.0,32.0,2014-04-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99688406,40.72110075,1007203.0,181,6,61,0,cases/86 KENMARE STREET_MANHATTAN_2014-04-26T00:00:00.csv,86 KENMARE STREETManhattan
86-22 ROOSEVELT AVENUE,Queens,QN,4037049,1501.0,54.0,2014-04-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87903628,40.74794285,4037049.0,10,0,0,0,cases/86-22 ROOSEVELT AVENUE_QUEENS_2014-04-17T00:00:00.csv,86-22 ROOSEVELT AVENUEQueens
86-26 ROOSEVELT AVENUE,Queens,QN,4037049,1501.0,54.0,2015-12-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87903628,40.74794285,4037049.0,0,0,0,0,,86-26 ROOSEVELT AVENUEQueens
86-26 ROOSEVELT AVENUE,Queens,QN,4037049,1501.0,54.0,2016-03-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87903628,40.74794285,4037049.0,0,0,0,0,,86-26 ROOSEVELT AVENUEQueens
86-26 ROOSEVELT AVENUE,Queens,QN,4037049,1501.0,54.0,2016-11-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87903628,40.74794285,4037049.0,0,0,0,0,,86-26 ROOSEVELT AVENUEQueens
860 EAST TREMONT AVENUE,Bronx,BX,2086706,2960.0,61.0,2015-08-01,MARCH: NO PA PERMIT/ECB NOV ISSUED,35137501N,080115PANEWB01,-73.88659749,40.84288721,2086706.0,20,0,3,0,cases/860 EAST TREMONT AVENUE_BRONX_2015-08-01T00:00:00.csv,860 EAST TREMONT AVENUEBronx
87 CENTRAL AVENUE,Brooklyn,BK,3072269,3173.0,8.0,2017-05-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245489H,052017PANEAC04,-73.92949612,40.70083619,3072269.0,80,3,11,0,cases/87 CENTRAL AVENUE_BROOKLYN_2017-05-20T00:00:00.csv,87 CENTRAL AVENUEBrooklyn
87 CENTRAL AVENUE,Brooklyn,BK,3072269,3173.0,8.0,2017-05-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245489H,052017CNEAC03,-73.92949612,40.70083619,3072269.0,80,3,11,0,cases/87 CENTRAL AVENUE_BROOKLYN_2017-05-20T00:00:00.csv,87 CENTRAL AVENUEBrooklyn
87 CENTRAL AVENUE,Brooklyn,BK,3072269,3173.0,8.0,2017-05-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245488X,052017CNEAC03,-73.92949612,40.70083619,3072269.0,80,3,11,0,cases/87 CENTRAL AVENUE_BROOKLYN_2017-05-20T00:00:00.csv,87 CENTRAL AVENUEBrooklyn
87 CENTRAL AVENUE,Brooklyn,BK,3072269,3173.0,8.0,2017-05-20,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245488X,052017PANEAC04,-73.92949612,40.70083619,3072269.0,80,3,11,0,cases/87 CENTRAL AVENUE_BROOKLYN_2017-05-20T00:00:00.csv,87 CENTRAL AVENUEBrooklyn
87 EAST BROADWAY,Manhattan,MN,1003543,282.0,33.0,2012-10-20,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,34995358Y,102012CNER03,-73.99379166,40.71356073,1003543.0,15,0,2,0,cases/87 EAST BROADWAY_MANHATTAN_2012-10-20T00:00:00.csv,87 EAST BROADWAYManhattan
87 EAST BROADWAY,Manhattan,MN,1003543,282.0,33.0,2012-10-20,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000510H,102012PANEJM04,-73.99379166,40.71356073,1003543.0,15,0,2,0,cases/87 EAST BROADWAY_MANHATTAN_2012-10-20T00:00:00.csv,87 EAST BROADWAYManhattan
87 LUDLOW STREET,Manhattan,MN,1005291,409.0,22.0,2013-05-31,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35022287L,,-73.98950327,40.71834847,1005291.0,91,1,7,0,cases/87 LUDLOW STREET_MANHATTAN_2013-05-31T00:00:00.csv,87 LUDLOW STREETManhattan
87 LUDLOW STREET,Manhattan,MN,1005291,409.0,22.0,2013-05-31,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35022288N,,-73.98950327,40.71834847,1005291.0,91,1,7,0,cases/87 LUDLOW STREET_MANHATTAN_2013-05-31T00:00:00.csv,87 LUDLOW STREETManhattan
87 LUDLOW STREET,Manhattan,MN,1005291,409.0,22.0,2013-02-15,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985594R,,-73.98950327,40.71834847,1005291.0,91,1,3,0,cases/87 LUDLOW STREET_MANHATTAN_2013-02-15T00:00:00.csv,87 LUDLOW STREETManhattan
87-18 LIBERTY AVENUE,Queens,QN,4190444,9150.0,9.0,2014-09-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.85077589,40.67966928,4190444.0,302,1,4,0,cases/87-18 LIBERTY AVENUE_QUEENS_2014-09-12T00:00:00.csv,87-18 LIBERTY AVENUEQueens
876 BRUCKNER BOULEVARD,Bronx,BX,2802117,2731.0,92.0,2012-08-04,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34955380Y,08042012CNESS01,,,2802117.0,0,0,0,0,,876 BRUCKNER BOULEVARDBronx
88-18 JAMAICA AVENUE,Queens,QN,4184066,8927.0,6.0,2016-03-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168909Z,T02,-73.85573761,40.69248202,4184066.0,26,0,0,0,cases/88-18 JAMAICA AVENUE_QUEENS_2016-03-19T00:00:00.csv,88-18 JAMAICA AVENUEQueens
88-18 JAMAICA AVENUE,Queens,QN,4184066,8927.0,6.0,2016-03-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168221K,T02,-73.85573761,40.69248202,4184066.0,26,0,0,0,cases/88-18 JAMAICA AVENUE_QUEENS_2016-03-19T00:00:00.csv,88-18 JAMAICA AVENUEQueens
88-18 JAMAICA AVENUE,Queens,QN,4184066,8927.0,6.0,2016-03-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168908R,"031916PAERDM01,02,MT01,M",-73.85573761,40.69248202,4184066.0,26,0,0,0,cases/88-18 JAMAICA AVENUE_QUEENS_2016-03-19T00:00:00.csv,88-18 JAMAICA AVENUEQueens
88-18 JAMAICA AVENUE,Queens,QN,4184066,8927.0,6.0,2016-03-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168908R,T02,-73.85573761,40.69248202,4184066.0,26,0,0,0,cases/88-18 JAMAICA AVENUE_QUEENS_2016-03-19T00:00:00.csv,88-18 JAMAICA AVENUEQueens
88-18 JAMAICA AVENUE,Queens,QN,4184066,8927.0,6.0,2016-03-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168220Z,T02,-73.85573761,40.69248202,4184066.0,26,0,0,0,cases/88-18 JAMAICA AVENUE_QUEENS_2016-03-19T00:00:00.csv,88-18 JAMAICA AVENUEQueens
88-18 JAMAICA AVENUE,Queens,QN,4184066,8927.0,6.0,2016-03-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168221K,"031916PAERDM01,02,MT01,M",-73.85573761,40.69248202,4184066.0,26,0,0,0,cases/88-18 JAMAICA AVENUE_QUEENS_2016-03-19T00:00:00.csv,88-18 JAMAICA AVENUEQueens
88-18 JAMAICA AVENUE,Queens,QN,4184066,8927.0,6.0,2016-03-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168909Z,"031916PAERDM01,02,MT01,M",-73.85573761,40.69248202,4184066.0,26,0,0,0,cases/88-18 JAMAICA AVENUE_QUEENS_2016-03-19T00:00:00.csv,88-18 JAMAICA AVENUEQueens
88-18 JAMAICA AVENUE,Queens,QN,4184066,8927.0,6.0,2016-03-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35168220Z,"031916PAERDM01,02,MT01,M",-73.85573761,40.69248202,4184066.0,26,0,0,0,cases/88-18 JAMAICA AVENUE_QUEENS_2016-03-19T00:00:00.csv,88-18 JAMAICA AVENUEQueens
